Chave,C2_PRODUTO,C2_XDESCP,C2_QUANT,C2_DATPRI,C2_DATPRF,D4_COD,D4_QTDEORI,Soma de D4_QUANT,D4_XQFALFI,D4_XQTRANS
03297601009,DB5624          ,SISTEMA ESTRUTURA PRINCIPAL TOMADA INTERNA BR FRY           ,1,20260324,20260401,KF694-02        ,1,1,1,0
03297601009,DB5624          ,SISTEMA ESTRUTURA PRINCIPAL TOMADA INTERNA BR FRY           ,1,20260324,20260401,KF847-02        ,1,1,1,0
03297701001,FTX097IM220     ,FRITADEIRA BR FRY INMETRO                                                                 ,1,20260324,20260401,DB6724          ,4,4,4,0
03297701001,FTX097IM220     ,FRITADEIRA BR FRY INMETRO                                                                 ,1,20260324,20260401,DB6725          ,4,4,4,0
03297701001,FTX097IM220     ,FRITADEIRA BR FRY INMETRO                                                                 ,1,20260324,20260401,NA3886          ,4,4,4,0
03297701002,DA9610          ,SISTEMA FRITURA BR FRY                                      ,1,20260324,20260401,DB4012          ,1,1,1,0
03297701002,DA9610          ,SISTEMA FRITURA BR FRY                                      ,1,20260324,20260401,DB5094          ,1,1,1,0
03297701002,DA9610          ,SISTEMA FRITURA BR FRY                                      ,1,20260324,20260401,DB6456          ,1,1,1,0
03297701003,DB5631          ,CAIXA DA RESISTENCIA SENSOR ROBERTSHAW TERMOSTATO RELOCADO  ,1,20260324,20260401,DB4907          ,1,1,1,0
03297701003,DB5631          ,CAIXA DA RESISTENCIA SENSOR ROBERTSHAW TERMOSTATO RELOCADO  ,1,20260324,20260401,DB5632          ,1,1,1,0
03297701003,DB5631          ,CAIXA DA RESISTENCIA SENSOR ROBERTSHAW TERMOSTATO RELOCADO  ,1,20260324,20260401,DB5633          ,1,1,1,0
03297701003,DB5631          ,CAIXA DA RESISTENCIA SENSOR ROBERTSHAW TERMOSTATO RELOCADO  ,1,20260324,20260401,NA3976          ,2,2,2,0
03297701006,DB5086          ,SISTEMA ALIMENTACAO BASCULANTE BR FRY                       ,1,20260324,20260401,KF821           ,1,1,1,0
03297701007,DB5514          ,SISTEMA CONTRA-INCENDIO COM VEDACAO BR FRY                  ,1,20260324,20260401,DB3278          ,1,1,1,0
03297701007,DB5514          ,SISTEMA CONTRA-INCENDIO COM VEDACAO BR FRY                  ,1,20260324,20260401,DB6723          ,1,1,1,0
03297701009,DB5624          ,SISTEMA ESTRUTURA PRINCIPAL TOMADA INTERNA BR FRY           ,1,20260324,20260401,15352           ,4,4,4,0
03297701009,DB5624          ,SISTEMA ESTRUTURA PRINCIPAL TOMADA INTERNA BR FRY           ,1,20260324,20260401,DB3564          ,2,2,2,0
03297701009,DB5624          ,SISTEMA ESTRUTURA PRINCIPAL TOMADA INTERNA BR FRY           ,1,20260324,20260401,DB4811          ,1,1,1,0
03297701009,DB5624          ,SISTEMA ESTRUTURA PRINCIPAL TOMADA INTERNA BR FRY           ,1,20260324,20260401,KF693-04        ,1,1,1,0
03297701009,DB5624          ,SISTEMA ESTRUTURA PRINCIPAL TOMADA INTERNA BR FRY           ,1,20260324,20260401,KF694-02        ,1,1,1,0
03297701009,DB5624          ,SISTEMA ESTRUTURA PRINCIPAL TOMADA INTERNA BR FRY           ,1,20260324,20260401,KF847-02        ,1,1,1,0
03297801001,FTX097IM220     ,FRITADEIRA BR FRY INMETRO                                                                 ,1,20260324,20260401,DB0804          ,1,1,1,0
03297801001,FTX097IM220     ,FRITADEIRA BR FRY INMETRO                                                                 ,1,20260324,20260401,DB6724          ,4,4,4,0
03297801002,DA9610          ,SISTEMA FRITURA BR FRY                                      ,1,20260324,20260401,DB4012          ,1,1,1,0
03297801002,DA9610          ,SISTEMA FRITURA BR FRY                                      ,1,20260324,20260401,DB5094          ,1,1,1,0
03297801002,DA9610          ,SISTEMA FRITURA BR FRY                                      ,1,20260324,20260401,DB6456          ,1,1,1,0
03297801003,DB5631          ,CAIXA DA RESISTENCIA SENSOR ROBERTSHAW TERMOSTATO RELOCADO  ,1,20260324,20260401,DB4907          ,1,1,1,0
03297801003,DB5631          ,CAIXA DA RESISTENCIA SENSOR ROBERTSHAW TERMOSTATO RELOCADO  ,1,20260324,20260401,DB5632          ,1,1,1,0
03297801003,DB5631          ,CAIXA DA RESISTENCIA SENSOR ROBERTSHAW TERMOSTATO RELOCADO  ,1,20260324,20260401,DB5633          ,1,1,1,0
03297801003,DB5631          ,CAIXA DA RESISTENCIA SENSOR ROBERTSHAW TERMOSTATO RELOCADO  ,1,20260324,20260401,NA3976          ,2,2,2,0
03297801007,DB5086          ,SISTEMA ALIMENTACAO BASCULANTE BR FRY                       ,1,20260324,20260401,KF821           ,1,1,1,0
03297801008,DB5514          ,SISTEMA CONTRA-INCENDIO COM VEDACAO BR FRY                  ,1,20260324,20260401,DB6723          ,1,1,1,0
03297801010,DB5624          ,SISTEMA ESTRUTURA PRINCIPAL TOMADA INTERNA BR FRY           ,1,20260324,20260401,15352           ,4,4,4,0
03297801010,DB5624          ,SISTEMA ESTRUTURA PRINCIPAL TOMADA INTERNA BR FRY           ,1,20260324,20260401,DB3564          ,2,2,1,1
03297801010,DB5624          ,SISTEMA ESTRUTURA PRINCIPAL TOMADA INTERNA BR FRY           ,1,20260324,20260401,KF693-04        ,1,1,1,0
03297801010,DB5624          ,SISTEMA ESTRUTURA PRINCIPAL TOMADA INTERNA BR FRY           ,1,20260324,20260401,KF847-02        ,1,1,1,0
03297901001,FTX097IM220     ,FRITADEIRA BR FRY INMETRO                                                                 ,1,20260324,20260401,DB0804          ,1,1,1,0
03297901001,FTX097IM220     ,FRITADEIRA BR FRY INMETRO                                                                 ,1,20260324,20260401,DB6461          ,1,1,1,0
03297901001,FTX097IM220     ,FRITADEIRA BR FRY INMETRO                                                                 ,1,20260324,20260401,DB6724          ,4,4,4,0
03297901002,DA9610          ,SISTEMA FRITURA BR FRY                                      ,1,20260324,20260401,DB4012          ,1,1,1,0
03297901002,DA9610          ,SISTEMA FRITURA BR FRY                                      ,1,20260324,20260401,DB5094          ,1,1,1,0
03297901002,DA9610          ,SISTEMA FRITURA BR FRY                                      ,1,20260324,20260401,DB6456          ,1,1,1,0
03297901003,DB5631          ,CAIXA DA RESISTENCIA SENSOR ROBERTSHAW TERMOSTATO RELOCADO  ,1,20260324,20260401,DB4907          ,1,1,1,0
03297901003,DB5631          ,CAIXA DA RESISTENCIA SENSOR ROBERTSHAW TERMOSTATO RELOCADO  ,1,20260324,20260401,DB5633          ,1,1,1,0
03297901003,DB5631          ,CAIXA DA RESISTENCIA SENSOR ROBERTSHAW TERMOSTATO RELOCADO  ,1,20260324,20260401,NA3976          ,2,2,2,0
03297901007,DB5086          ,SISTEMA ALIMENTACAO BASCULANTE BR FRY                       ,1,20260324,20260401,KF821           ,1,1,1,0
03297901008,DB5514          ,SISTEMA CONTRA-INCENDIO COM VEDACAO BR FRY                  ,1,20260324,20260401,DB6723          ,1,1,1,0
03297901010,DB5624          ,SISTEMA ESTRUTURA PRINCIPAL TOMADA INTERNA BR FRY           ,1,20260324,20260401,15352           ,4,4,4,0
03297901010,DB5624          ,SISTEMA ESTRUTURA PRINCIPAL TOMADA INTERNA BR FRY           ,1,20260324,20260401,DB3564          ,2,2,2,0
03297901010,DB5624          ,SISTEMA ESTRUTURA PRINCIPAL TOMADA INTERNA BR FRY           ,1,20260324,20260401,DB4811          ,1,1,1,0
03297901010,DB5624          ,SISTEMA ESTRUTURA PRINCIPAL TOMADA INTERNA BR FRY           ,1,20260324,20260401,KF693-04        ,1,1,1,0
03297901010,DB5624          ,SISTEMA ESTRUTURA PRINCIPAL TOMADA INTERNA BR FRY           ,1,20260324,20260401,KF847-02        ,1,1,1,0
03298001001,FTX097IM220     ,FRITADEIRA BR FRY INMETRO                                                                 ,1,20260324,20260401,DB0804          ,1,1,1,0
03298001001,FTX097IM220     ,FRITADEIRA BR FRY INMETRO                                                                 ,1,20260324,20260401,DB6461          ,1,1,1,0
03298001001,FTX097IM220     ,FRITADEIRA BR FRY INMETRO                                                                 ,1,20260324,20260401,DB6724          ,4,4,4,0
03298001001,FTX097IM220     ,FRITADEIRA BR FRY INMETRO                                                                 ,1,20260324,20260401,DB6725          ,4,4,4,0
03298001001,FTX097IM220     ,FRITADEIRA BR FRY INMETRO                                                                 ,1,20260324,20260401,NA3886          ,4,4,4,0
03298001002,DA9610          ,SISTEMA FRITURA BR FRY                                      ,1,20260324,20260401,DB4012          ,1,1,1,0
03298001002,DA9610          ,SISTEMA FRITURA BR FRY                                      ,1,20260324,20260401,DB5094          ,1,1,1,0
03298001002,DA9610          ,SISTEMA FRITURA BR FRY                                      ,1,20260324,20260401,DB6456          ,1,1,1,0
03298001003,DB5631          ,CAIXA DA RESISTENCIA SENSOR ROBERTSHAW TERMOSTATO RELOCADO  ,1,20260324,20260401,DB4907          ,1,1,1,0
03298001003,DB5631          ,CAIXA DA RESISTENCIA SENSOR ROBERTSHAW TERMOSTATO RELOCADO  ,1,20260324,20260401,DB5632          ,1,1,1,0
03298001003,DB5631          ,CAIXA DA RESISTENCIA SENSOR ROBERTSHAW TERMOSTATO RELOCADO  ,1,20260324,20260401,DB5633          ,1,1,1,0
03298001003,DB5631          ,CAIXA DA RESISTENCIA SENSOR ROBERTSHAW TERMOSTATO RELOCADO  ,1,20260324,20260401,NA3976          ,2,2,2,0
03298001007,DB5086          ,SISTEMA ALIMENTACAO BASCULANTE BR FRY                       ,1,20260324,20260401,KF821           ,1,1,1,0
03298001008,DB5514          ,SISTEMA CONTRA-INCENDIO COM VEDACAO BR FRY                  ,1,20260324,20260401,DB3278          ,1,1,1,0
03298001008,DB5514          ,SISTEMA CONTRA-INCENDIO COM VEDACAO BR FRY                  ,1,20260324,20260401,DB6723          ,1,1,1,0
03298001010,DB5624          ,SISTEMA ESTRUTURA PRINCIPAL TOMADA INTERNA BR FRY           ,1,20260324,20260401,15352           ,4,4,4,0
03298001010,DB5624          ,SISTEMA ESTRUTURA PRINCIPAL TOMADA INTERNA BR FRY           ,1,20260324,20260401,DB3564          ,2,2,2,0
03298001010,DB5624          ,SISTEMA ESTRUTURA PRINCIPAL TOMADA INTERNA BR FRY           ,1,20260324,20260401,DB4811          ,1,1,1,0
03298001010,DB5624          ,SISTEMA ESTRUTURA PRINCIPAL TOMADA INTERNA BR FRY           ,1,20260324,20260401,KF693-04        ,1,1,1,0
03298001010,DB5624          ,SISTEMA ESTRUTURA PRINCIPAL TOMADA INTERNA BR FRY           ,1,20260324,20260401,KF847-02        ,1,1,1,0
03303001001,DB2094          ,SISTEMA AUTOMACAO ELETRICA NEW DULY 2021 CE                 ,1,20260131,20260131,DB2591          ,1,1,1,0
03303001001,DB2094          ,SISTEMA AUTOMACAO ELETRICA NEW DULY 2021 CE                 ,1,20260131,20260131,SERV-DB2094     ,1,1,1,0
03303401001,MFX168CM220     ,MAXIFORM BIG 10.0 MK MAQUINA MODELADORA RECHEADORA DE DOCES E SALGADOS CE                 ,1,20260203,20260211,CM434           ,1,1,1,0
03303401001,MFX168CM220     ,MAXIFORM BIG 10.0 MK MAQUINA MODELADORA RECHEADORA DE DOCES E SALGADOS CE                 ,1,20260203,20260211,CM490           ,1,2,1,0
03303401001,MFX168CM220     ,MAXIFORM BIG 10.0 MK MAQUINA MODELADORA RECHEADORA DE DOCES E SALGADOS CE                 ,1,20260203,20260211,DB2002          ,1,1,1,0
03303401001,MFX168CM220     ,MAXIFORM BIG 10.0 MK MAQUINA MODELADORA RECHEADORA DE DOCES E SALGADOS CE                 ,1,20260203,20260211,DB3717          ,1,1,1,0
03303401001,MFX168CM220     ,MAXIFORM BIG 10.0 MK MAQUINA MODELADORA RECHEADORA DE DOCES E SALGADOS CE                 ,1,20260203,20260211,DB3741          ,1,2,1,0
03303401001,MFX168CM220     ,MAXIFORM BIG 10.0 MK MAQUINA MODELADORA RECHEADORA DE DOCES E SALGADOS CE                 ,1,20260203,20260211,DB4324          ,1,1,1,0
03303401001,MFX168CM220     ,MAXIFORM BIG 10.0 MK MAQUINA MODELADORA RECHEADORA DE DOCES E SALGADOS CE                 ,1,20260203,20260211,DB6022          ,1,1,1,0
03303401001,MFX168CM220     ,MAXIFORM BIG 10.0 MK MAQUINA MODELADORA RECHEADORA DE DOCES E SALGADOS CE                 ,1,20260203,20260211,MFX168UM220     ,1,1,1,0
03303401001,MFX168CM220     ,MAXIFORM BIG 10.0 MK MAQUINA MODELADORA RECHEADORA DE DOCES E SALGADOS CE                 ,1,20260203,20260211,NA3818          ,1,1,1,0
03303401001,MFX168CM220     ,MAXIFORM BIG 10.0 MK MAQUINA MODELADORA RECHEADORA DE DOCES E SALGADOS CE                 ,1,20260203,20260211,NA4023          ,1,1,1,0
03303501002,DB7079          ,CONJUNTO MOTOREDUTOR COM FILTRO - MR 710 - ISVBUN - 50RPM - ,1,20260203,20260211,SERV-DB7079     ,1,1,1,0
03303701001,DB1445          ,CONJUNTO CABECOTE MASSA                                                                   ,1,20260204,20260212,KF374           ,1,1,1,0
03303801001,DB1445          ,CONJUNTO CABECOTE MASSA                                                                   ,1,20260204,20260212,KF374           ,1,1,1,0
03303901001,DB1445          ,CONJUNTO CABECOTE MASSA                                                                   ,1,20260204,20260212,KF374           ,1,1,1,0
03304001001,DB1445          ,CONJUNTO CABECOTE MASSA                                                                   ,1,20260204,20260212,KF374           ,1,1,1,0
03304101001,DB1445          ,CONJUNTO CABECOTE MASSA                                                                   ,1,20260204,20260212,KF374           ,1,1,1,0
03304201001,DB1445          ,CONJUNTO CABECOTE MASSA                                                                   ,1,20260204,20260212,KF374           ,1,1,1,0
03304301001,DB4550          ,CONJUNTO BOMBA MASSA LIQUIDA CORDAO VEDACAO                                               ,1,20260204,20260212,KF822           ,1,1,1,0
03304401001,DB4550          ,CONJUNTO BOMBA MASSA LIQUIDA CORDAO VEDACAO                                               ,1,20260204,20260212,KF822           ,1,1,1,0
03304501001,DB4550          ,CONJUNTO BOMBA MASSA LIQUIDA CORDAO VEDACAO                                               ,1,20260204,20260212,KF822           ,1,1,1,0
03304601001,DB4550          ,CONJUNTO BOMBA MASSA LIQUIDA CORDAO VEDACAO                                               ,1,20260204,20260212,KF822           ,1,1,1,0
03304701001,DB4550          ,CONJUNTO BOMBA MASSA LIQUIDA CORDAO VEDACAO                                               ,1,20260204,20260212,KF822           ,1,1,1,0
03304701001,DB4550          ,CONJUNTO BOMBA MASSA LIQUIDA CORDAO VEDACAO                                               ,1,20260204,20260212,KF823           ,1,1,1,0
03304801001,DB4550          ,CONJUNTO BOMBA MASSA LIQUIDA CORDAO VEDACAO                                               ,1,20260204,20260212,KF822           ,1,1,1,0
03304801001,DB4550          ,CONJUNTO BOMBA MASSA LIQUIDA CORDAO VEDACAO                                               ,1,20260204,20260212,KF823           ,1,1,1,0
03305401001,DA2529          ,CONJUNTO REGUA DOS BICOS FIXOS 6 SAIDAS                                                   ,1,20260204,20260212,DA2546          ,1,1,1,0
03305701001,DA2531          ,CONJUTO REGUA DO BOLO                                                                     ,1,20260204,20260212,DA2559          ,2,2,2,0
03305701001,DA2531          ,CONJUTO REGUA DO BOLO                                                                     ,1,20260204,20260212,DA2560          ,2,2,2,0
03305801001,DA2531          ,CONJUTO REGUA DO BOLO                                                                     ,1,20260204,20260212,DA2559          ,2,2,2,0
03305801001,DA2531          ,CONJUTO REGUA DO BOLO                                                                     ,1,20260204,20260212,DA2560          ,2,2,2,0
03305901001,DA2531          ,CONJUTO REGUA DO BOLO                                                                     ,1,20260204,20260212,DA2559          ,2,2,2,0
03305901001,DA2531          ,CONJUTO REGUA DO BOLO                                                                     ,1,20260204,20260212,DA2560          ,2,2,2,0
03306001001,DA2531          ,CONJUTO REGUA DO BOLO                                                                     ,1,20260204,20260212,DA2559          ,2,2,2,0
03306001001,DA2531          ,CONJUTO REGUA DO BOLO                                                                     ,1,20260204,20260212,DA2560          ,2,2,2,0
03306301001,DA2532          ,REGUA DO GIRO                                                                             ,1,20260204,20260212,DA2536          ,1,1,1,0
03306401001,DA2532          ,REGUA DO GIRO                                                                             ,1,20260204,20260212,DA2536          ,1,1,1,0
03306501001,DA2532          ,REGUA DO GIRO                                                                             ,1,20260204,20260212,DA2536          ,1,1,1,0
03306601001,DA2532          ,REGUA DO GIRO                                                                             ,1,20260204,20260212,DA2536          ,1,1,1,0
03307801001,DB1462          ,CONJUNTO CORTE A FIO                                                                      ,1,20260204,20260212,DB1502          ,2,2,2,0
03307801001,DB1462          ,CONJUNTO CORTE A FIO                                                                      ,1,20260204,20260212,NA2141          ,2,2,2,0
03307901001,DB1462          ,CONJUNTO CORTE A FIO                                                                      ,1,20260204,20260212,DB1502          ,2,2,2,0
03307901001,DB1462          ,CONJUNTO CORTE A FIO                                                                      ,1,20260204,20260212,NA2141          ,2,2,2,0
03308001001,DB1462          ,CONJUNTO CORTE A FIO                                                                      ,1,20260204,20260212,DB1502          ,2,2,2,0
03308001001,DB1462          ,CONJUNTO CORTE A FIO                                                                      ,1,20260204,20260212,NA2141          ,2,2,2,0
03308101001,DB1462          ,CONJUNTO CORTE A FIO                                                                      ,1,20260204,20260212,DB1502          ,2,2,2,0
03308101001,DB1462          ,CONJUNTO CORTE A FIO                                                                      ,1,20260204,20260212,NA2141          ,2,2,2,0
03308201001,DB1462          ,CONJUNTO CORTE A FIO                                                                      ,1,20260204,20260212,DB1502          ,2,2,2,0
03308201001,DB1462          ,CONJUNTO CORTE A FIO                                                                      ,1,20260204,20260212,NA2141          ,2,2,2,0
03308301001,DB1462          ,CONJUNTO CORTE A FIO                                                                      ,1,20260204,20260212,DB1502          ,2,2,2,0
03308301001,DB1462          ,CONJUNTO CORTE A FIO                                                                      ,1,20260204,20260212,NA2141          ,2,2,2,0
03308901001,EPX163CM220     ,BANDEJA GIRATORIA Ø1000 MOTOR AC CE 220V                                                  ,1,20260324,20260401,DB5111          ,1,1,1,0
03309001001,DB5111          ,SISTEMA AUTOMACAO ELETRICA BANDEJA GIRATORIA (AC) Ø1000 CE                                ,1,20260324,20260401,DA1115          ,1,1,1,0
03309001001,DB5111          ,SISTEMA AUTOMACAO ELETRICA BANDEJA GIRATORIA (AC) Ø1000 CE                                ,1,20260324,20260401,DB5007          ,1,1,1,0
03309001001,DB5111          ,SISTEMA AUTOMACAO ELETRICA BANDEJA GIRATORIA (AC) Ø1000 CE                                ,1,20260324,20260401,NA3412          ,2,2,2,0
03309001001,DB5111          ,SISTEMA AUTOMACAO ELETRICA BANDEJA GIRATORIA (AC) Ø1000 CE                                ,1,20260324,20260401,NA3413          ,2,2,2,0
03309001001,DB5111          ,SISTEMA AUTOMACAO ELETRICA BANDEJA GIRATORIA (AC) Ø1000 CE                                ,1,20260324,20260401,SERV-DB5111     ,1,1,1,0
03309901001,DB1226          ,SISTEMA AUTOMACAO ELETRICA NEW DROP EXPRESS NR12                                          ,1,20260212,20260220,DB1225          ,1,1,1,0
03310001001,DB1226          ,SISTEMA AUTOMACAO ELETRICA NEW DROP EXPRESS NR12                                          ,1,20260212,20260220,DB1225          ,1,1,1,0
03310101001,DTX124NM220     ,NEW DROP TOP EXPRESS NR12                                                                 ,1,20260212,20260220,DB1226          ,1,1,1,0
03310101002,CM456           ,SISTEMA ESTRUTURA - DROP EXPRESS - NR12 (DB1256)            ,1,20260212,20260220,KF618-03        ,1,1,1,0
03310201001,DTX124NM220     ,NEW DROP TOP EXPRESS NR12                                                                 ,1,20260212,20260220,DB1226          ,1,1,1,0
03310201002,CM456           ,SISTEMA ESTRUTURA - DROP EXPRESS - NR12 (DB1256)            ,1,20260212,20260212,KF618-03        ,1,1,1,0
03310201002,CM456           ,SISTEMA ESTRUTURA - DROP EXPRESS - NR12 (DB1256)            ,1,20260212,20260212,KF619-04        ,1,1,1,0
03312101001,DB7496          ,SISTEMA AUTOMACAO ELETRICA CONT FRYER 380V NR12 SOLUCAO WEG                               ,1,20260210,20260218,SERV-DB7496     ,1,1,1,0
03312201001,DB7497          ,SISTEMA AUTOMACAO ELETRICA CONT FRYER NR12 SOLUCAO WEG                                    ,1,20260210,20260218,DB1940          ,2,2,2,0
03312201001,DB7497          ,SISTEMA AUTOMACAO ELETRICA CONT FRYER NR12 SOLUCAO WEG                                    ,1,20260210,20260218,DB6118          ,1,1,1,0
03312201001,DB7497          ,SISTEMA AUTOMACAO ELETRICA CONT FRYER NR12 SOLUCAO WEG                                    ,1,20260210,20260218,DB6123          ,1,1,1,0
03312201001,DB7497          ,SISTEMA AUTOMACAO ELETRICA CONT FRYER NR12 SOLUCAO WEG                                    ,1,20260210,20260218,SERV-DB7497     ,1,1,1,0
03312301001,DB7498          ,SISTEMA AUTOMACAO ELETRICA CONT FRYER 380V CE SOLUCAO WEG                                 ,1,20260210,20260218,DB6118          ,1,1,1,0
03312301001,DB7498          ,SISTEMA AUTOMACAO ELETRICA CONT FRYER 380V CE SOLUCAO WEG                                 ,1,20260210,20260218,NA3332          ,3,3,1,3
03312301001,DB7498          ,SISTEMA AUTOMACAO ELETRICA CONT FRYER 380V CE SOLUCAO WEG                                 ,1,20260210,20260218,SERV-DB7498     ,1,1,1,0
03312401001,DB7499          ,SISTEMA AUTOMACAO ELETRICA CONT FRYER CE SOLUCAO WEG                                      ,1,20260210,20260218,DB6118          ,1,1,1,0
03312401001,DB7499          ,SISTEMA AUTOMACAO ELETRICA CONT FRYER CE SOLUCAO WEG                                      ,1,20260210,20260218,DB6123          ,1,1,1,0
03312401001,DB7499          ,SISTEMA AUTOMACAO ELETRICA CONT FRYER CE SOLUCAO WEG                                      ,1,20260210,20260218,SERV-DB7499     ,1,1,1,0
03312501001,DB7494          ,SISTEMA AUTOMACAO ELETRICA DROP - TOP NR12 SOLUCAO WEG                                    ,1,20260210,20260218,SERV-DB7494     ,1,1,1,0
03312601001,DB7495          ,SISTEMA AUTOMACAO ELETRICA FORMIX PLUS NR12 SOLUCAO WEG                                   ,1,20260210,20260218,SERV-DB7495     ,1,1,1,0
03312801001,DB6118          ,CONJUNTO CAIXA DISJUNTORES RESISTENCIAS CONT RFYER                                        ,1,20260210,20260218,DB6123          ,1,1,1,0
03312801001,DB6118          ,CONJUNTO CAIXA DISJUNTORES RESISTENCIAS CONT RFYER                                        ,1,20260210,20260218,NA3108          ,14,14,14,0
03312801001,DB6118          ,CONJUNTO CAIXA DISJUNTORES RESISTENCIAS CONT RFYER                                        ,1,20260210,20260218,NA3949          ,5,5,5,0
03312801001,DB6118          ,CONJUNTO CAIXA DISJUNTORES RESISTENCIAS CONT RFYER                                        ,1,20260210,20260218,NA4121          ,2,2,2,0
03313301001,MFX144NM220     ,MAXIFORM NEW LILY - MAQUINA FORMADORA/RECHEADORA - NR12                                   ,1,20260210,20260218,CM102           ,1,1,1,0
03313301007,CM490           ,SISTEMA ESTEIRA LONGA (DB1848)                              ,2,20260210,20260218,KF628-01        ,1,1,1,0
03313501002,CM301           ,CALIBRADOR FORMIX (DA5817 + DA7193)                         ,1,20260210,20260218,KF308-03        ,1,1,1,0
03313501002,CM301           ,CALIBRADOR FORMIX (DA5817 + DA7193)                         ,1,20260210,20260218,NA4321          ,1,1,1,0
03313501005,CM305           ,ESTRUTURA FORMIX (DA8433)                                   ,1,20260210,20260218,KF320-07        ,1,1,1,0
03313501005,CM305           ,ESTRUTURA FORMIX (DA8433)                                   ,1,20260210,20260218,NA2912          ,3,3,2,2
03313501006,CM318           ,DOSADOR FORMIX PLUS (DA7253)                                ,1,20260210,20260218,15805           ,2,2,2,0
03313501006,CM318           ,DOSADOR FORMIX PLUS (DA7253)                                ,1,20260210,20260218,DB6296          ,1,1,1,0
03313501006,CM318           ,DOSADOR FORMIX PLUS (DA7253)                                ,1,20260210,20260218,KF342-07        ,1,1,1,0
03313501006,CM318           ,DOSADOR FORMIX PLUS (DA7253)                                ,1,20260210,20260218,NA1780          ,2,2,1,2
03313501007,DA6467          ,DOSADOR PROD. PEQUENO,1,20260210,20260218,DA6464          ,1,1,1,0
03316601001,DB3741          ,SISTEMA AUTOMACAO ELETRICA BIG 10.0 MK 2023 CE              ,1,20260209,20260209,NA2555          ,3,3,3,0
03316601001,DB3741          ,SISTEMA AUTOMACAO ELETRICA BIG 10.0 MK 2023 CE              ,1,20260209,20260209,SERV-DB3741     ,1,1,1,0
03318901001,DB2270          ,SISTEMA AUTOMACAO ELETRICA NEW PICCOLINA NR12                                             ,4,20260221,20260301,DB2690          ,2,2,2,0
03318901001,DB2270          ,SISTEMA AUTOMACAO ELETRICA NEW PICCOLINA NR12                                             ,4,20260221,20260301,DB2690          ,10,10,10,0
03318901001,DB2270          ,SISTEMA AUTOMACAO ELETRICA NEW PICCOLINA NR12                                             ,4,20260221,20260301,NA3642          ,4,4,4,0
03318901001,DB2270          ,SISTEMA AUTOMACAO ELETRICA NEW PICCOLINA NR12                                             ,4,20260221,20260301,SERV-DB2270     ,4,4,4,0
03319001001,DB2270          ,SISTEMA AUTOMACAO ELETRICA NEW PICCOLINA NR12                                             ,4,20260221,20260301,DB2690          ,12,12,9,12
03319001001,DB2270          ,SISTEMA AUTOMACAO ELETRICA NEW PICCOLINA NR12                                             ,4,20260221,20260301,NA3642          ,4,4,4,0
03319001001,DB2270          ,SISTEMA AUTOMACAO ELETRICA NEW PICCOLINA NR12                                             ,4,20260221,20260301,SERV-DB2270     ,4,4,4,0
03319301001,MFX149NM220     ,MAXIFORM PICCOLINA - MAQUINA FORMADORA/RECHEADORA - NR12                                  ,1,20260221,20260301,KF714           ,1,1,1,0
03319301001,MFX149NM220     ,MAXIFORM PICCOLINA - MAQUINA FORMADORA/RECHEADORA - NR12                                  ,1,20260221,20260301,NA2630          ,2,2,2,0
03319301002,CM623           ,SISTEMA RECHEIO SEM FUNIL (DA6989)                          ,1,20260221,20260301,KF828U          ,1,1,1,0
03319601001,MFX149NM220     ,MAXIFORM PICCOLINA - MAQUINA FORMADORA/RECHEADORA - NR12                                  ,1,20260221,20260301,KF714           ,1,1,1,0
03319601001,MFX149NM220     ,MAXIFORM PICCOLINA - MAQUINA FORMADORA/RECHEADORA - NR12                                  ,1,20260221,20260301,NA2630          ,2,2,2,0
03319601002,CM623           ,SISTEMA RECHEIO SEM FUNIL (DA6989)                          ,1,20260221,20260301,KF828U          ,1,1,1,0
03319601008,DB2214          ,CONJUNTO SOBE DESCE  MOTORIZACAO DC                         ,1,20260221,20260301,NA2637          ,2,2,1,2
03319701001,MFX149NM220     ,MAXIFORM PICCOLINA - MAQUINA FORMADORA/RECHEADORA - NR12                                  ,1,20260221,20260301,KF714           ,1,1,1,0
03319701001,MFX149NM220     ,MAXIFORM PICCOLINA - MAQUINA FORMADORA/RECHEADORA - NR12                                  ,1,20260221,20260301,NA2630          ,2,2,2,0
03319701002,CM623           ,SISTEMA RECHEIO SEM FUNIL (DA6989)                          ,1,20260221,20260301,KF828U          ,1,1,1,0
03319801001,MFX149NM220     ,MAXIFORM PICCOLINA - MAQUINA FORMADORA/RECHEADORA - NR12                                  ,1,20260221,20260301,KF714           ,1,1,1,0
03319801001,MFX149NM220     ,MAXIFORM PICCOLINA - MAQUINA FORMADORA/RECHEADORA - NR12                                  ,1,20260221,20260301,NA2630          ,2,2,2,0
03319801001,MFX149NM220     ,MAXIFORM PICCOLINA - MAQUINA FORMADORA/RECHEADORA - NR12                                  ,1,20260221,20260301,NA3497          ,2,2,1,2
03319801002,CM623           ,SISTEMA RECHEIO SEM FUNIL (DA6989)                          ,1,20260221,20260301,KF828U          ,1,1,1,0
03319801010,DB2214          ,CONJUNTO SOBE DESCE  MOTORIZACAO DC                         ,1,20260221,20260301,KF712           ,1,1,1,0
03319901001,MFX149NM220     ,MAXIFORM PICCOLINA - MAQUINA FORMADORA/RECHEADORA - NR12                                  ,1,20260221,20260301,KF713-01        ,1,1,1,0
