Chave,C2_PRODUTO,C2_XDESCP,C2_QUANT,C2_DATPRI,C2_DATPRF,D4_COD,D4_QTDEORI,Soma de D4_QUANT,D4_XQFALFI,D4_XQTRANS
,,,,,,NA2549          ,1,10,1,0
,,,,,,NA2549          ,2,8,2,0
,,,,,,NA2549          ,2,4,4,0
,,,,,,NA2549          ,4,12,4,0
,,,,,,NA2549          ,4,8,8,0
,,,,,,NA2549          ,5,20,5,0
,,,,,,NA2549          ,6,96,6,0
,,,,,,NA2549          ,6,12,12,0
,,,,,,NA2549          ,8,8,8,0
,,,,,,NA2549          ,10,30,10,0
,,,,,,NA2549          ,11,33,11,0
,,,,,,NA2549          ,12,24,12,0
,,,,,,NA2549          ,20,20,20,0
,,,,,,NA2549          ,21,21,21,0
,,,,,,NA2549          ,22,22,22,0
,,,,,,NA2549          ,36,72,36,0
,,,,,,NA2549          ,48,144,48,0
,,,,,,NA2549          ,60,60,60,0
,,,,,,NA2550          ,1,10,1,0
,,,,,,NA2550          ,2,10,2,0
,,,,,,NA2550          ,2,4,4,0
,,,,,,NA2550          ,3,15,3,0
,,,,,,NA2550          ,4,56,4,0
,,,,,,NA2550          ,4,16,8,0
,,,,,,NA2550          ,6,48,6,0
,,,,,,NA2550          ,7,7,7,0
,,,,,,NA2550          ,8,8,8,0
,,,,,,NA2550          ,10,30,10,0
,,,,,,NA2550          ,12,24,12,0
,,,,,,NA2550          ,15,15,15,0
,,,,,,NA2550          ,21,42,21,0
,,,,,,NA2550          ,28,84,28,0
,,,,,,NA2550          ,35,35,35,0
,,,,,,NA2551          ,2,36,2,0
,,,,,,NA2551          ,3,51,3,0
,,,,,,NA2551          ,3,12,6,0
,,,,,,NA2551          ,4,20,4,0
,,,,,,NA2551          ,5,5,5,0
,,,,,,NA2551          ,6,30,6,0
,,,,,,NA2551          ,6,12,12,0
,,,,,,NA2551          ,9,54,9,0
,,,,,,NA2551          ,12,48,12,0
,,,,,,NA2551          ,15,60,15,0
,,,,,,NA2552         ,11,33,11,0
,,,,,,NA2552          ,3,3,3,0
,,,,,,NA2552          ,4,16,4,0
,,,,,,NA2552          ,6,48,6,0
,,,,,,NA2552          ,8,120,8,0
,,,,,,NA2552          ,8,16,16,0
,,,,,,NA2552          ,9,63,9,0
,,,,,,NA2552          ,10,30,10,0
,,,,,,NA2552          ,12,24,12,0
,,,,,,NA2552          ,16,48,16,0
,,,,,,NA2552          ,18,54,18,0
,,,,,,NA2552          ,20,40,20,0
,,,,,,NA2552          ,24,72,24,0
,,,,,,NA2552          ,27,54,27,0
,,,,,,NA2552          ,32,32,32,0
,,,,,,NA2552          ,35,35,35,0
,,,,,,NA2552          ,40,80,40,0
,,,,,,NA2552          ,41,82,41,0
,,,,,,NA2552          ,45,90,45,0
,,,,,,NA2552          ,45,90,90,0
,,,,,,NA2552          ,82,164,164,0
,,,,,,NA2553         ,10,10,10,0
,,,,,,NA2553          ,1,32,1,0
,,,,,,NA2553          ,1,2,2,0
,,,,,,NA2553          ,2,30,2,0
,,,,,,NA2553          ,2,4,4,0
,,,,,,NA2553          ,3,21,3,0
,,,,,,NA2553          ,4,12,4,0
,,,,,,NA2553          ,4,8,8,0
,,,,,,NA2553          ,5,20,5,0
,,,,,,NA2554          ,1,12,1,0
,,,,,,NA2554          ,2,42,2,0
,,,,,,NA2554          ,3,27,3,0
,,,,,,NA2554          ,3,6,6,0
,,,,,,NA2554          ,4,20,4,0
,,,,,,NA2554          ,5,5,5,0
,,,,,,NA2554          ,6,18,6,0
,,,,,,NA2554          ,7,14,7,0
,,,,,,NA2554          ,8,16,8,0
,,,,,,NA2554          ,8,32,16,0
,,,,,,NA2554          ,9,9,9,0
,,,,,,NA2554          ,10,20,10,0
,,,,,,NA2554          ,15,15,15,0
,,,,,,NA2554          ,16,16,16,0
,,,,,,NA2554          ,21,21,21,0
,,,,,,NA2555          ,2,44,2,0
,,,,,,NA2555          ,3,39,3,0
,,,,,,NA2555          ,3,12,6,0
,,,,,,NA2555          ,4,24,4,0
,,,,,,NA2555          ,6,30,6,0
,,,,,,NA2555          ,8,16,8,0
,,,,,,NA2555          ,8,16,16,0
,,,,,,NA2555          ,9,18,9,0
,,,,,,NA2555          ,10,10,10,0
,,,,,,NA2555          ,12,24,12,0
,,,,,,NA2556          ,1,9,1,0
,,,,,,NA2556          ,2,14,2,0
,,,,,,NA2556          ,3,27,3,0
,,,,,,NA2556          ,4,20,4,0
,,,,,,NA2556          ,5,85,5,0
,,,,,,NA2556          ,5,5,6,0
,,,,,,NA2556          ,5,10,10,0
,,,,,,NA2556          ,6,72,6,0
,,,,,,NA2556          ,8,8,8,0
,,,,,,NA2556          ,9,9,9,0
,,,,,,NA2556          ,10,40,10,0
,,,,,,NA2556          ,10,20,20,0
,,,,,,NA2556          ,12,12,12,0
,,,,,,NA2556          ,15,60,15,0
,,,,,,NA2556          ,18,18,18,0
,,,,,,NA2556          ,20,60,20,0
,,,,,,NA2556          ,21,21,21,0
,,,,,,NA2556          ,25,25,47,0
,,,,,,NA2556          ,30,30,30,0
,,,,,,NA2557          ,1,37,1,0
,,,,,,NA2557          ,1,4,2,0
,,,,,,NA2557          ,2,18,2,0
,,,,,,NA2557          ,2,4,4,0
,,,,,,NA2557          ,3,12,3,0
,,,,,,NA2557          ,4,12,4,0
,,,,,,NA2557          ,5,30,5,0
,,,,,,NA2558          ,1,1,1,0
,,,,,,NA2558          ,2,6,2,0
,,,,,,NA2558          ,5,10,5,0
,,,,,,NA2558          ,6,6,6,0
,,,,,,NA2560          ,1,3,1,0
,,,,,,NA2560          ,1,2,2,0
,,,,,,NA2560          ,2,2,2,0
,,,,,,NA2560          ,4,4,4,0
,,,,,,NA2561          ,1,8,1,0
,,,,,,NA2561          ,2,18,2,0
,,,,,,NA2561          ,3,9,3,0
,,,,,,NA2561          ,3,6,6,0
,,,,,,NA2561          ,4,12,4,0
,,,,,,NA2561          ,4,8,8,0
,,,,,,NA2561          ,5,5,5,0
,,,,,,NA2561          ,6,12,6,0
,,,,,,NA2561          ,8,16,8,0
,,,,,,NA2561          ,9,9,9,0
,,,,,,NA2561          ,10,10,10,0
,,,,,,NA2561          ,12,24,12,0
,,,,,,NA2561          ,15,30,15,0
,,,,,,NA2561          ,16,48,16,0
,,,,,,NA2561          ,18,18,18,0
,,,,,,NA2562          ,1,15,1,0
,,,,,,NA2562          ,2,10,2,0
,,,,,,NA2562          ,3,15,3,0
,,,,,,NA2562          ,4,12,4,0
,,,,,,NA2562          ,4,16,8,0
,,,,,,NA2562          ,5,5,5,0
,,,,,,NA2562          ,6,12,6,0
,,,,,,NA2562          ,8,16,8,0
,,,,,,NA2562          ,12,36,12,0
,,,,,,NA2562          ,15,45,15,0
,,,,,,NA2562          ,16,48,16,0
,,,,,,NA2568          ,1,10,1,0
,,,,,,NA2568          ,2,2,2,0
,,,,,,NA2568          ,3,3,3,0
,,,,,,NA2568          ,4,4,4,0
,,,,,,NA2571         ,1,3,1,0
,,,,,,NA2573          ,2,4,2,0
,,,,,,NA2580          ,1,4,1,0
,,,,,,NA2583          ,1,21,1,0
,,,,,,NA2583          ,2,30,2,0
,,,,,,NA2583          ,2,4,4,0
,,,,,,NA2583          ,3,12,3,0
,,,,,,NA2583          ,4,4,4,0
,,,,,,NA2583          ,5,35,5,0
,,,,,,NA2583          ,6,30,6,0
,,,,,,NA2583          ,8,24,8,0
,,,,,,NA2583          ,8,16,16,0
,,,,,,NA2585          ,1,18,1,0
,,,,,,NA2585          ,1,2,2,0
,,,,,,NA2585          ,2,6,2,0
,,,,,,NA2585          ,3,9,3,0
,,,,,,NA2585          ,5,5,5,0
,,,,,,NA2585          ,6,6,6,0
,,,,,,NA2585          ,9,9,9,0
,,,,,,NA2587          ,1,2,1,0
,,,,,,NA2592         ,2,4,2,0
,,,,,,NA2592          ,1,2,1,0
,,,,,,NA2592          ,3,3,3,0
,,,,,,NA2592          ,4,4,4,0
,,,,,,NA2592          ,5,5,5,0
,,,,,,NA2596          ,2,2,2,0
,,,,,,NA2598          ,1,3,1,0
,,,,,,NA2599          ,2,8,2,0
,,,,,,NA2615          ,1,10,1,0
,,,,,,NA2615          ,2,14,2,0
,,,,,,NA2615          ,3,27,3,0
,,,,,,NA2615          ,4,20,4,0
,,,,,,NA2615          ,5,85,5,0
,,,,,,NA2615          ,5,5,6,0
,,,,,,NA2615          ,5,10,10,0
,,,,,,NA2615          ,6,72,6,0
,,,,,,NA2615          ,8,8,8,0
,,,,,,NA2615          ,9,9,9,0
,,,,,,NA2615          ,10,40,10,0
,,,,,,NA2615          ,10,20,20,0
,,,,,,NA2615          ,12,12,12,0
,,,,,,NA2615          ,15,60,15,0
,,,,,,NA2615          ,18,18,18,0
,,,,,,NA2615          ,20,60,20,0
,,,,,,NA2615          ,21,21,21,0
,,,,,,NA2615          ,25,25,25,0
,,,,,,NA2615          ,30,30,30,0
,,,,,,NA2617          ,1,3,1,0
,,,,,,NA2617          ,2,40,2,0
,,,,,,NA2617          ,3,21,3,0
,,,,,,NA2617          ,3,6,6,0
,,,,,,NA2617          ,4,12,4,0
,,,,,,NA2617          ,5,25,5,0
,,,,,,NA2617          ,6,36,6,0
,,,,,,NA2617          ,8,8,8,0
,,,,,,NA2617          ,9,27,9,0
,,,,,,NA2617          ,10,20,10,0
,,,,,,NA2617          ,11,22,11,0
,,,,,,NA2617          ,12,24,12,0
,,,,,,NA2617          ,13,26,13,0
,,,,,,NA2617          ,13,26,26,0
,,,,,,NA2617          ,15,30,15,0
,,,,,,NA2617          ,22,44,44,0
,,,,,,NA2618          ,1,1,1,0
,,,,,,NA2619          ,1,24,1,0
,,,,,,NA2619          ,2,2,2,0
,,,,,,NA2619          ,5,5,5,0
,,,,,,NA2620          ,1,51,1,0
,,,,,,NA2620          ,2,10,2,0
,,,,,,NA2620          ,3,3,3,0
,,,,,,NA2620          ,5,15,5,0
,,,,,,NA2621          ,1,17,1,0
,,,,,,NA2621          ,2,4,2,0
,,,,,,NA2621          ,5,5,5,0
,,,,,,NA2624         ,2,8,2,0
,,,,,,NA2624          ,1,3,1,0
,,,,,,NA2624          ,3,3,3,0
,,,,,,NA2624          ,5,5,5,0
,,,,,,NA2628          ,2,6,2,0
,,,,,,NA2629          ,1,1,1,0
,,,,,,NA2630         ,2,2,4,0
,,,,,,NA2630          ,2,14,2,0
,,,,,,NA2630          ,4,16,4,0
,,,,,,NA2630          ,10,20,10,0
,,,,,,NA2633          ,2,2,2,0
,,,,,,NA2637          ,1,1,1,0
,,,,,,NA2637          ,2,18,2,0
,,,,,,NA2637          ,6,6,6,0
,,,,,,NA2637          ,8,16,8,0
,,,,,,NA2637          ,16,16,16,0
,,,,,,NA2642         ,1,1,1,0
,,,,,,NA2647          ,1,1,1,0
,,,,,,NA2650          ,2,2,1,1
,,,,,,NA2650          ,2,28,2,0
,,,,,,NA2651          ,2,10,2,0
,,,,,,NA2652          ,2,24,2,0
,,,,,,NA2652          ,3,12,3,0
,,,,,,NA2652          ,4,4,4,0
,,,,,,NA2652          ,6,6,6,0
,,,,,,NA2652          ,8,8,8,0
,,,,,,NA2652          ,10,10,10,0
,,,,,,NA2653          ,1,3,1,0
,,,,,,NA2653          ,2,2,2,0
,,,,,,NA2654          ,1,1,1,0
,,,,,,NA2655         ,4,8,4,0
,,,,,,NA2655          ,1,2,1,0
,,,,,,NA2655          ,2,6,2,0
,,,,,,NA2659         ,1,15,1,0
,,,,,,NA2659          ,2,10,2,0
,,,,,,NA2659          ,4,4,4,0
,,,,,,NA2660          ,1,2,1,0
,,,,,,NA2660          ,3,3,3,0
,,,,,,NA2668         ,2,2,2,0
,,,,,,NA2668          ,1,7,1,0
,,,,,,NA2669          ,1,2,1,0
,,,,,,NA2680          ,4,4,4,0
,,,,,,NA2700         ,6,438,6,0
,,,,,,NA2700          ,6,12,1,5
,,,,,,NA2700          ,30,30,30,0
,,,,,,NA2700          ,60,60,60,0
,,,,,,NA2700          ,126,126,126,0
,,,,,,NA2705          ,1,4,1,0
,,,,,,NA2706          ,1,3,1,0
,,,,,,NA2707          ,1,4,1,0
,,,,,,NA2708          ,1,3,1,0
,,,,,,NA2715          ,1,5,1,0
,,,,,,NA2715          ,6,6,6,0
,,,,,,NA2715          ,8,8,8,0
,,,,,,NA2715          ,10,10,10,0
,,,,,,NA2727          ,2,24,2,0
,,,,,,NA2729          ,2,8,2,0
,,,,,,NA2730          ,1,1,1,0
,,,,,,NA2731          ,1,2,1,0
,,,,,,NA2731          ,1,2,2,0
,,,,,,NA2731          ,2,10,2,0
,,,,,,NA2731          ,3,12,3,0
,,,,,,NA2733          ,2,8,2,0
,,,,,,NA2745          ,8,24,8,0
,,,,,,NA2746          ,1,4,1,0
,,,,,,NA2747          ,1,1,1,0
,,,,,,NA2748          ,1,1,1,0
,,,,,,NA2748          ,2,2,2,0
,,,,,,NA2748          ,5,5,5,0
,,,,,,NA2758         ,2,2,2,0
,,,,,,NA2794          ,2,2,10,0
,,,,,,NA2799          ,1,6,1,0
,,,,,,NA2800         ,1,5,1,0
,,,,,,NA2805         ,1,1,1,0
,,,,,,NA2810          ,1,1,1,0
,,,,,,NA2812          ,2,2,2,0
,,,,,,NA2813          ,3,3,3,0
,,,,,,NA2816         ,1,1,1,0
,,,,,,NA2818          ,1,11,1,0
,,,,,,NA2819          ,1,1,1,0
,,,,,,NA2820          ,1,1,1,0
,,,,,,NA2824          ,1,12,1,0
,,,,,,NA2829          ,2,2,2,0
,,,,,,NA2836         ,1,1,1,0
,,,,,,NA2839          ,1,1,1,0
,,,,,,NA2840          ,1,4,1,0
,,,,,,NA2841          ,1,2,1,0
,,,,,,NA2846          ,1,1,1,0
,,,,,,NA2848          ,1,2,1,0
,,,,,,NA2850          ,1,12,1,0
,,,,,,NA2853          ,1,1,1,0
,,,,,,NA2854          ,1,1,1,0
,,,,,,NA2855          ,1,1,1,0
,,,,,,NA2866         ,1,1,1,0
,,,,,,NA2873          ,1,2,1,0
,,,,,,NA2885         ,1,1,1,0
,,,,,,NA2897          ,1,3,1,0
,,,,,,NA2897          ,1,2,2,0
,,,,,,NA2899          ,1,3,1,0
,,,,,,NA2912          ,3,3,3,0
,,,,,,NA2914          ,1,2,1,0
,,,,,,NA2914          ,2,4,4,0
,,,,,,NA2914          ,3,3,3,0
,,,,,,NA2915          ,6,6,6,0
,,,,,,NA2916         ,4,8,4,0
,,,,,,NA2916          ,1,5,1,0
,,,,,,NA2917          ,1,2,1,0
,,,,,,NA2918          ,1,2,1,0
,,,,,,NA2919         ,1,1,1,0
,,,,,,NA2919         ,4,8,4,0
,,,,,,NA2920         ,1,4,1,0
,,,,,,NA2925          ,1,5,1,0
,,,,,,NA2925          ,1,2,2,0
,,,,,,NA2925          ,2,14,2,0
,,,,,,NA2925          ,3,12,3,0
,,,,,,NA2927          ,2,24,2,0
,,,,,,NA2929          ,4,16,4,0
,,,,,,NA2942          ,1,2,1,0
,,,,,,NA2943         ,1,2,1,0
,,,,,,NA2950          ,1,3,1,0
,,,,,,NA2952         ,4,8,4,0
,,,,,,NA2967         ,1,3,1,0
,,,,,,NA2968          ,2,42,2,0
,,,,,,NA2968          ,4,16,4,0
,,,,,,NA2968          ,6,18,6,0
,,,,,,NA2968          ,8,8,8,0
,,,,,,NA2968          ,10,10,10,0
,,,,,,NA2968          ,12,24,12,0
,,,,,,NA2968          ,20,20,20,0
,,,,,,NA2968          ,24,24,24,0
,,,,,,NA2978         ,1,1,1,0
,,,,,,NA2980          ,4,4,4,0
,,,,,,NA2989          ,1,5,1,0
,,,,,,NA2989          ,2,2,2,0
,,,,,,NA2989          ,5,5,5,0
,,,,,,NA2989          ,10,10,10,0
,,,,,,NA2989          ,15,15,15,0
,,,,,,NA2992          ,3,9,3,0
,,,,,,NA2992          ,3,6,6,0
,,,,,,NA2992          ,6,6,6,0
,,,,,,NA2995          ,1,3,1,0
,,,,,,NA3004         ,1,12,1,0
,,,,,,NA3005         ,1,10,1,0
,,,,,,NA3006         ,1,8,1,0
,,,,,,NA3007         ,2,2,2,0
,,,,,,NA3007          ,1,7,1,0
,,,,,,NA3008         ,1,1,2,0
,,,,,,NA3008         ,1,1,3,0
,,,,,,NA3008         ,2,16,2,0
,,,,,,NA3008          ,1,28,1,0
,,,,,,NA3009          ,1,6,1,0
,,,,,,NA3021          ,1,1,1,0
,,,,,,NA3024          ,1,6,1,0
,,,,,,NA3027         ,1,4,1,0
,,,,,,NA3027         ,3,6,3,0
,,,,,,NA3027          ,2,2,2,0
,,,,,,NA3028          ,1,1,1,0
,,,,,,NA3029         ,1,2,1,0
,,,,,,NA3029         ,2,2,2,0
,,,,,,NA3030          ,1,4,1,0
,,,,,,NA3032          ,1,4,1,0
,,,,,,NA3032          ,2,2,2,0
,,,,,,NA3033         ,1,1,2,0
,,,,,,NA3033         ,2,4,2,0
,,,,,,NA3033          ,1,17,1,0
,,,,,,NA3034          ,1,1,1,0
,,,,,,NA3035          ,1,1,1,0
,,,,,,NA3038          ,1,5,1,0
,,,,,,NA3039          ,1,3,1,0
,,,,,,NA3043          ,2,2,2,0
,,,,,,NA3054          ,1,21,1,0
,,,,,,NA3054          ,2,2,2,0
,,,,,,NA3054          ,5,25,5,0
,,,,,,NA3055          ,1,36,1,0
,,,,,,NA3055          ,2,4,2,0
,,,,,,NA3055          ,4,4,4,0
,,,,,,NA3055          ,5,30,5,0
,,,,,,NA3061          ,1,1,1,0
,,,,,,NA3063         ,1,4,1,0
,,,,,,NA3068         ,1,1,1,0
,,,,,,NA3069          ,1,4,1,0
,,,,,,NA3072          ,1,3,1,0
,,,,,,NA3077          ,2,2,2,0
,,,,,,NA3078          ,2,2,2,0
,,,,,,NA3079          ,2,2,2,0
,,,,,,NA3080          ,2,2,2,0
,,,,,,NA3081          ,1,1,1,0
,,,,,,NA3082          ,4,4,4,0
,,,,,,NA3087          ,1,5,1,0
,,,,,,NA3087          ,2,2,2,0
,,,,,,NA3087          ,4,16,4,0
,,,,,,NA3087          ,8,8,8,0
,,,,,,NA3087          ,10,20,10,0
,,,,,,NA3097          ,1,7,1,0
,,,,,,NA3097          ,2,2,2,0
,,,,,,NA3098         ,1,3,1,0
,,,,,,NA3098          ,2,2,2,0
,,,,,,NA3100          ,1,1,1,0
,,,,,,NA3101          ,1,1,1,0
,,,,,,NA3102         ,2,2,2,0
,,,,,,NA3103          ,2,2,2,0
,,,,,,NA3104         ,1,26,1,0
,,,,,,NA3104          ,2,18,2,0
,,,,,,NA3104          ,3,54,3,0
,,,,,,NA3104          ,4,4,4,0
,,,,,,NA3104          ,5,10,5,0
,,,,,,NA3104          ,20,20,20,0
,,,,,,NA3104          ,30,30,30,0
,,,,,,NA3105          ,1,28,1,0
,,,,,,NA3105          ,2,28,2,0
,,,,,,NA3105          ,3,39,3,0
,,,,,,NA3105          ,4,64,4,0
,,,,,,NA3105          ,5,10,5,0
,,,,,,NA3106         ,3,6,3,0
,,,,,,NA3106          ,1,9,1,0
,,,,,,NA3106          ,2,22,2,0
,,,,,,NA3106          ,5,10,5,0
,,,,,,NA3107         ,5,20,5,0
,,,,,,NA3107          ,1,51,1,0
,,,,,,NA3107          ,1,2,2,0
,,,,,,NA3107          ,2,12,2,0
,,,,,,NA3107          ,3,21,3,0
,,,,,,NA3107          ,4,16,4,0
,,,,,,NA3107          ,8,16,8,0
,,,,,,NA3107          ,9,9,9,0
,,,,,,NA3108          ,1,57,1,0
,,,,,,NA3108          ,2,16,2,0
,,,,,,NA3108          ,3,30,3,0
,,,,,,NA3108          ,6,6,6,0
,,,,,,NA3108          ,14,140,14,0
,,,,,,NA3108          ,17,34,17,0
,,,,,,NA3109          ,1,23,1,0
,,,,,,NA3109          ,8,8,8,0
,,,,,,NA3112          ,1,4,1,0
,,,,,,NA3115          ,1,1,1,0
,,,,,,NA3116          ,1,1,1,0
,,,,,,NA3121          ,1,1,1,0
,,,,,,NA3124          ,1,8,1,0
,,,,,,NA3125          ,1,1,1,0
,,,,,,NA3127         ,1,5,1,0
,,,,,,NA3128          ,1,10,1,0
,,,,,,NA3128          ,2,4,2,0
,,,,,,NA3128          ,5,15,5,0
,,,,,,NA3128          ,6,6,6,0
,,,,,,NA3129          ,1,4,1,0
,,,,,,NA3131          ,1,1,1,0
,,,,,,NA3132          ,1,1,1,0
,,,,,,NA3134          ,1,2,1,0
,,,,,,NA3140          ,1,23,1,0
,,,,,,NA3141          ,1,30,1,0
,,,,,,NA3141          ,2,6,2,0
,,,,,,NA3144          ,1,17,1,0
,,,,,,NA3144          ,2,8,2,0
,,,,,,NA3144          ,3,3,3,0
,,,,,,NA3144          ,4,4,4,0
,,,,,,NA3144          ,5,5,5,0
,,,,,,NA3144          ,6,6,6,0
,,,,,,NA3145          ,1,16,1,0
,,,,,,NA3145          ,1,2,2,0
,,,,,,NA3145          ,2,4,2,0
,,,,,,NA3145          ,3,6,3,0
,,,,,,NA3145          ,5,15,5,0
,,,,,,NA3146          ,1,11,1,0
,,,,,,NA3146          ,2,4,2,0
,,,,,,NA3146          ,5,15,5,0
,,,,,,NA3146          ,6,6,6,0
,,,,,,NA3147          ,1,1,1,0
,,,,,,NA3147          ,2,8,2,0
,,,,,,NA3147          ,4,16,4,0
,,,,,,NA3147          ,5,5,5,0
,,,,,,NA3147          ,6,6,6,0
,,,,,,NA3147          ,8,8,8,0
,,,,,,NA3147          ,10,10,10,0
,,,,,,NA3147          ,20,20,20,0
,,,,,,NA3149          ,1,12,1,0
,,,,,,NA3149          ,2,4,2,0
,,,,,,NA3149          ,5,15,5,0
,,,,,,NA3149          ,6,6,6,0
,,,,,,NA3156          ,1,3,1,0
,,,,,,NA3156          ,3,3,3,0
,,,,,,NA3156          ,9,9,9,0
,,,,,,NA3157         ,2,4,2,0
,,,,,,NA3159         ,1,2,1,0
,,,,,,NA3162          ,1,8,1,0
,,,,,,NA3162          ,3,3,3,0
,,,,,,NA3162          ,7,7,7,0
,,,,,,NA3162          ,8,8,8,0
,,,,,,NA3163         ,1,9,1,0
,,,,,,NA3166          ,1,1,1,0
,,,,,,NA3167          ,1,7,1,0
,,,,,,NA3167          ,3,3,3,0
,,,,,,NA3167          ,7,7,7,0
,,,,,,NA3167          ,8,8,8,0
,,,,,,NA3168          ,1,1,1,0
,,,,,,NA3174          ,1,5,1,0
,,,,,,NA3178          ,1,3,1,0
,,,,,,NA3180          ,1,1,1,0
,,,,,,NA3181          ,1,1,1,0
,,,,,,NA3181          ,2,2,2,0
,,,,,,NA3181          ,3,9,3,0
,,,,,,NA3181          ,12,24,12,0
,,,,,,NA3181          ,15,30,15,0
,,,,,,NA3182          ,3,9,3,0
,,,,,,NA3182          ,4,4,4,0
,,,,,,NA3182          ,12,24,12,0
,,,,,,NA3182          ,15,30,15,0
,,,,,,NA3185          ,1,77,1,0
,,,,,,NA3185          ,2,8,2,0
,,,,,,NA3194          ,1,1,1,0
,,,,,,NA3194          ,10,10,10,0
,,,,,,NA3195          ,1,1,1,0
,,,,,,NA3196          ,1,1,1,0
,,,,,,NA3201          ,1,4,1,0
,,,,,,NA3202          ,1,2,1,0
,,,,,,NA3203          ,1,2,1,0
,,,,,,NA3204          ,1,1,1,0
,,,,,,NA3205          ,1,4,1,0
,,,,,,NA3213         ,1,10,1,0
,,,,,,NA3221         ,1,1,1,0
,,,,,,NA3228          ,1,28,1,0
,,,,,,NA3230         ,1,1,1,0
,,,,,,NA3233          ,1,4,1,0
,,,,,,NA3233          ,8,8,8,0
,,,,,,NA3234          ,1,1,1,0
,,,,,,NA3242          ,1,1,1,0
,,,,,,NA3243          ,10,10,10,0
,,,,,,NA3246         ,1,1,1,0
,,,,,,NA3246          ,2,2,2,0
,,,,,,NA3247          ,1,7,1,0
,,,,,,NA3247          ,2,2,2,0
,,,,,,NA3250          ,1,4,1,0
,,,,,,NA3252          ,1,2,1,0
,,,,,,NA3254          ,1,2,1,0
,,,,,,NA3255          ,1,3,1,0
,,,,,,NA3256          ,1,9,1,0
,,,,,,NA3257          ,1,22,1,0
,,,,,,NA3257          ,2,6,2,0
,,,,,,NA3257          ,3,9,3,0
,,,,,,NA3257          ,4,12,4,0
,,,,,,NA3257          ,5,5,5,0
,,,,,,NA3257          ,6,12,6,0
,,,,,,NA3257          ,10,10,10,0
,,,,,,NA3257          ,12,12,12,0
,,,,,,NA3259         ,1,15,1,0
,,,,,,NA3259          ,2,2,2,0
,,,,,,NA3259          ,3,3,3,0
,,,,,,NA3261          ,1,20,1,0
,,,,,,NA3261          ,7,7,7,0
,,,,,,NA3262          ,1,53,1,0
,,,,,,NA3262          ,2,24,2,0
,,,,,,NA3262          ,3,3,3,0
,,,,,,NA3262          ,4,16,4,0
,,,,,,NA3264         ,1,1,1,0
,,,,,,NA3267          ,1,1,1,0
,,,,,,NA3268          ,2,2,2,0
,,,,,,NA3271          ,1,1,1,0
,,,,,,NA3272          ,1,14,1,0
,,,,,,NA3287          ,2,4,2,0
,,,,,,NA3288          ,1,2,1,0
,,,,,,NA3290          ,1,4,1,0
,,,,,,NA3291          ,1,1,1,0
,,,,,,NA3291          ,2,30,2,0
,,,,,,NA3291          ,2,4,4,0
,,,,,,NA3291          ,3,9,3,0
,,,,,,NA3291          ,4,4,4,0
,,,,,,NA3291          ,5,10,5,0
,,,,,,NA3291          ,8,8,8,0
,,,,,,NA3291          ,9,9,9,0
,,,,,,NA3291          ,10,10,10,0
,,,,,,NA3291          ,15,45,15,0
,,,,,,NA3291          ,20,60,20,0
,,,,,,NA3291          ,30,30,30,0
,,,,,,NA3293          ,1,1,1,0
,,,,,,NA3296          ,1,8,1,0
,,,,,,NA3296          ,2,2,2,0
,,,,,,NA3297          ,1,10,1,0
,,,,,,NA3298          ,1,10,1,0
,,,,,,NA3306          ,1,2,1,0
,,,,,,NA3307          ,2,12,2,0
,,,,,,NA3307          ,4,4,4,0
,,,,,,NA3308          ,5,30,5,0
,,,,,,NA3308          ,10,10,10,0
,,,,,,NA3309          ,1,6,1,0
,,,,,,NA3309          ,2,2,2,0
,,,,,,NA3310          ,1,6,1,0
,,,,,,NA3310          ,2,2,2,0
,,,,,,NA3311          ,2,12,2,0
,,,,,,NA3311          ,4,4,4,0
,,,,,,NA3312          ,2,12,2,0
,,,,,,NA3312          ,4,4,4,0
,,,,,,NA3322          ,1,5,1,0
,,,,,,NA3323          ,2,12,2,0
,,,,,,NA3323          ,4,8,4,0
,,,,,,NA3326          ,1,4,1,0
,,,,,,NA3329          ,1,11,1,0
,,,,,,NA3329          ,2,2,2,0
,,,,,,NA3330          ,1,7,1,0
,,,,,,NA3330          ,2,2,2,0
,,,,,,NA3331          ,2,8,2,0
,,,,,,NA3332          ,3,30,3,0
,,,,,,NA3332          ,6,6,6,0
,,,,,,NA3333          ,1,3,1,0
,,,,,,NA3334          ,2,28,2,0
,,,,,,NA3335          ,1,1,1,0
,,,,,,NA3335          ,2,2,2,0
,,,,,,NA3336          ,1,9,1,0
,,,,,,NA3336          ,2,2,2,0
,,,,,,NA3341          ,1,13,1,0
,,,,,,NA3341          ,1,2,2,0
,,,,,,NA3341          ,2,8,2,0
,,,,,,NA3341          ,3,15,3,0
,,,,,,NA3341          ,4,8,4,0
,,,,,,NA3341          ,5,10,5,0
,,,,,,NA3348          ,1,13,1,0
,,,,,,NA3348          ,2,2,2,0
,,,,,,NA3351          ,1,9,1,0
,,,,,,NA3351          ,2,2,2,0
,,,,,,NA3357          ,1,2,1,0
,,,,,,NA3358          ,1,2,1,0
,,,,,,NA3360          ,1,1,1,0
,,,,,,NA3393          ,1,2,1,0
,,,,,,NA3394          ,1,7,1,0
,,,,,,NA3394          ,1,2,2,0
,,,,,,NA3394          ,2,12,2,0
,,,,,,NA3394          ,4,-2,2,4
,,,,,,NA3394          ,6,12,6,0
